Word1	Word2	Similarity
roofer	electrician	0.6244
electrician	plumber	0.6225
plumber	carpenter	0.5935
carpenter	bricklayer	0.7116
bricklayer	plasterer	0.6855
plasterer	glazier	0.6295
glazier	mason	0.4821
mason	stonemason	0.5969
stonemason	craftsman	0.5376
craftsman	artisan	0.6470
artisan	shipwright	0.2670
shipwright	cabinetmaker	0.5082
cabinetmaker	upholsterer	0.5584
upholsterer	6392 2356	N/A
6392 2356	CFA	N/A
CFA	outhouse	0.0399
outhouse	barn	0.4940
barn	farmhouse	0.6159
farmhouse	cottage	0.6461
cottage	bungalow	0.6806
bungalow	mansion	0.6683
mansion	manse	0.7213
manse	townhouse	0.5509
townhouse	bedroom	0.6880
bedroom	house	0.6497
house	apartment	0.6629
apartment	duplex	0.6576
duplex	rowhouse	0.5520
rowhouse	brownstone	0.6195
brownstone	loft	0.5505
loft	penthouse	0.5873
penthouse	condominium	0.5589
condominium	condo	0.9039
condo	villa	0.4949
villa	hideaway	0.6178
hideaway	6392 2357	N/A
6392 2357	CFA	N/A
CFA	overwrite	0.0108
overwrite	delete	0.5461
delete	retype	0.4050
retype	recompile	0.3769
recompile	cruft	0.5317
cruft	kludge	0.6355
kludge	spellchecke	N/A
spellchecke	svn	N/A
svn	mysql	0.6950
mysql	kvm	0.7168
kvm	xterm	0.6775
xterm	osx	0.6349
osx	openoffice	0.6879
openoffice	kde	0.6428
kde	linux	0.6766
linux	debian	0.6920
debian	slackware	0.6682
slackware	bugzilla	0.5930
bugzilla	sourceforge	0.6345
sourceforge	github	0.6458
github	6392 2358	N/A
6392 2358	CFA	N/A
CFA	warmonger	0.0832
warmonger	appeaser	0.6314
appeaser	warmongere	N/A
warmongere	neocon	N/A
neocon	neoconservative	0.8752
neoconservative	neoconservatism	0.6614
neoconservatism	liberalism	0.6718
liberalism	conservatism	0.8019
conservatism	liberal	0.6148
liberal	conservative	0.7633
conservative	centrist	0.6368
centrist	libertarian	0.5115
libertarian	statist	0.5669
statist	statism	0.7381
statism	socialism	0.6796
socialism	socialistic	0.7407
socialistic	corporatist	0.6292
corporatist	globalist	0.6440
globalist	socialist	0.5538
socialist	collectivist	0.6460
collectivist	6392 2359	N/A
6392 2359	CFA	N/A
CFA	softball	-0.0148
softball	basketball	0.6766
basketball	volleyball	0.7170
volleyball	soccer	0.6647
soccer	football	0.7314
football	baseball	0.6162
baseball	tennis	0.5110
tennis	sport	0.4812
sport	athletic	0.4490
athletic	athlete	0.5608
athlete	coach	0.4295
coach	player	0.4892
player	team	0.4813
team	league	0.5318
league	leaguer	0.4854
leaguer	ballplayer	0.6422
ballplayer	pitcher	0.5737
pitcher	pitch	0.3643
pitch	hitter	0.3616
hitter	slugger	0.4178
slugger	6392 2360	N/A
6392 2360	CFA	N/A
CFA	unconfirme	N/A
unconfirme	unnamed	N/A
unnamed	unspecified	0.5137
unspecified	reportedly	0.4107
reportedly	allegedly	0.6543
allegedly	allege	0.6288
allege	unidentified	0.3309
unidentified	undisclosed	0.4498
undisclosed	unknown	0.5110
unknown	undetermined	0.6592
undetermined	unclear	0.5149
unclear	uncertain	0.5999
uncertain	unsure	0.6662
unsure	noncommittal	0.5816
noncommittal	coy	0.7113
coy	cagey	0.6347
cagey	circumspect	0.5957
circumspect	reticent	0.6645
reticent	cautious	0.5820
cautious	wary	0.7281
wary	6392 2361	N/A
6392 2361	CFA	N/A
CFA	generally	0.0475
generally	typically	0.7665
typically	tend	0.6812
tend	normally	0.5191
normally	rarely	0.5627
rarely	usually	0.6833
usually	often	0.7668
often	frequently	0.8261
frequently	seldom	0.6745
seldom	infrequently	0.6821
infrequently	routinely	0.5693
routinely	regularly	0.7102
regularly	occasionally	0.6297
occasionally	sometimes	0.7188
sometimes	oftentime	N/A
oftentime	invariably	N/A
invariably	inevitably	0.7598
inevitably	naturally	0.5084
naturally	whenever	0.4316
whenever	habitually	0.3932
habitually	6392 2362	N/A
6392 2362	CFA	N/A
CFA	lug	0.0174
lug	schlep	0.5875
schlep	shleppe	N/A
shleppe	shlep	N/A
shlep	schleppe	N/A
schleppe	traipse	N/A
traipse	stroll	0.5886
stroll	wander	0.6497
wander	meander	0.7188
meander	mosey	0.5983
mosey	waddle	0.4991
waddle	amble	0.6329
amble	trudge	0.6159
trudge	saunter	0.6154
saunter	strode	0.5356
strode	waltz	0.3006
waltz	slither	0.3292
slither	slink	0.5764
slink	slunk	0.6683
slunk	skulk	0.5699
skulk	6392 2363	N/A
6392 2363	CFA	N/A
CFA	subordinate	0.0627
subordinate	unsubordinated	0.4167
unsubordinated	debenture	0.6060
debenture	callable	0.5767
callable	noncallable	0.6282
noncallable	maturity	0.3829
maturity	bond	0.3434
bond	eurobond	0.4200
eurobond	debt	0.4477
debt	indebtedness	0.7256
indebtedness	borrowing	0.5333
borrowing	borrow	0.7355
borrow	refinance	0.5265
refinance	repayment	0.5950
repayment	loan	0.6251
loan	lender	0.6187
lender	borrower	0.6854
borrower	mortgage	0.6376
mortgage	lend	0.2338
lend	mortgager	0.2091
mortgager	6392 2364	N/A
6392 2364	CFA	N/A
CFA	uncompensated	0.0578
uncompensated	indigent	0.4360
indigent	uninsured	0.5224
uninsured	medicaid	0.5297
medicaid	medicare	0.5773
medicare	healthcare	0.5066
healthcare	health	0.5860
health	heath	0.7908
heath	medical	0.4205
medical	dental	0.5676
dental	dentist	0.6643
dentist	dentistry	0.6235
dentistry	orthodontic	0.5994
orthodontic	orthodontist	0.5838
orthodontist	physician	0.4866
physician	doctor	0.7806
doctor	cardiologist	0.6352
cardiologist	clinician	0.4569
clinician	patient	0.5913
patient	urologist	0.3834
urologist	6392 2365	N/A
6392 2365	CFA	N/A
CFA	alignment	-0.0074
alignment	align	0.5209
align	congruent	0.5147
congruent	conform	0.5125
conform	accordance	0.5661
accordance	comply	0.5374
comply	complie	N/A
complie	adhere	N/A
adhere	abide	0.7184
abide	violate	0.5851
violate	violation	0.6552
violation	contravention	0.6641
contravention	contravene	0.6990
contravene	flout	0.5626
flout	disregard	0.5369
disregard	ignore	0.5378
ignore	contradict	0.3962
contradict	contrary	0.6210
contrary	misapprehend	0.3520
misapprehend	misapplie	N/A
misapplie	6392 2366	N/A
6392 2366	CFA	N/A
CFA	frag	-0.0458
frag	mmo	0.4810
mmo	rpgs	0.5865
rpgs	gameboy	0.6177
gameboy	tetris	0.6345
tetris	rom	0.2761
rom	osx	0.4329
osx	powerbook	0.6989
powerbook	hdd	0.6591
hdd	hdmi	0.6831
hdmi	dvi	0.7340
dvi	firewire	0.6468
firewire	nvidia	0.6244
nvidia	linux	0.6660
linux	slackware	0.6969
slackware	kvm	0.6742
kvm	msi	0.6457
msi	openoffice	0.6388
openoffice	emac	N/A
emac	lenovo	N/A
lenovo	6392 2367	N/A
6392 2367	CFA	N/A
CFA	vaccine	0.0252
vaccine	vaccination	0.7362
vaccination	vaccinate	0.7583
vaccinate	immunization	0.6259
immunization	inoculation	0.6358
inoculation	immunize	0.4937
immunize	inoculate	0.6781
inoculate	measle	N/A
measle	chickenpox	N/A
chickenpox	mump	N/A
mump	pertussis	N/A
pertussis	influenza	0.7219
influenza	flu	0.8436
flu	virus	0.6382
virus	infection	0.6692
infection	meningitis	0.5922
meningitis	strep	0.6049
strep	encephalitis	0.5481
encephalitis	pneumonia	0.5983
pneumonia	tuberculosis	0.5940
tuberculosis	6392 2368	N/A
6392 2368	CFA	N/A
CFA	previously	0.0102
previously	originally	0.6031
originally	subsequently	0.4734
subsequently	eventually	0.6192
eventually	ultimately	0.7406
ultimately	initially	0.4031
initially	then	0.3456
then	later	0.5251
later	after	0.6397
after	before	0.7583
before	shortly	0.5821
shortly	soon	0.5691
soon	quickly	0.6298
quickly	swiftly	0.7956
swiftly	immediately	0.4155
immediately	promptly	0.5845
promptly	once	0.4674
once	when	0.5964
when	again	0.5384
again	finally	0.5362
finally	6392 2369	N/A
6392 2369	CFA	N/A
CFA	indefatigable	0.0586
indefatigable	dauntless	0.5748
dauntless	fearless	0.6052
fearless	tenacious	0.6290
tenacious	tenacity	0.6896
tenacity	doggedness	0.7433
doggedness	relentlessness	0.5973
relentlessness	fearlessness	0.6041
fearlessness	toughness	0.6473
toughness	aggressiveness	0.6666
aggressiveness	athleticism	0.5953
athleticism	explosiveness	0.8076
explosiveness	quickness	0.8056
quickness	shiftiness	0.6793
shiftiness	elusiveness	0.7192
elusiveness	craftiness	0.4684
craftiness	finesse	0.6187
finesse	guile	0.6289
guile	moxie	0.5574
moxie	smart	0.2743
smart	6392 2370	N/A
6392 2370	CFA	N/A
CFA	flatbe	N/A
flatbe	flatbed	N/A
flatbed	truck	0.5650
truck	van	0.7253
van	bus	0.6223
bus	minibus	0.6747
minibus	taxis	0.5009
taxis	taxi	0.7734
taxi	cab	0.7511
cab	taxicab	0.6945
taxicab	cabby	0.5358
cabby	cabbie	0.7622
cabbie	rickshaw	0.4453
rickshaw	tonga	0.6639
tonga	hackney	0.4804
hackney	omnibus	0.0684
omnibus	trolley	0.1533
trolley	trollie	N/A
trollie	carriage	N/A
carriage	tram	0.4769
tram	6392 2371	N/A
6392 2371	CFA	N/A
CFA	logroll	N/A
logroll	legerdemain	N/A
legerdemain	foolery	0.5005
foolery	buffoonery	0.5973
buffoonery	silliness	0.6530
silliness	wackiness	0.6954
wackiness	inanity	0.5580
inanity	ridiculousness	0.6608
ridiculousness	hilarity	0.6141
hilarity	zaniness	0.6556
zaniness	weirdness	0.6569
weirdness	tomfoolery	0.5672
tomfoolery	nuttiness	0.5252
nuttiness	lunacy	0.6412
lunacy	absurdity	0.6808
absurdity	idiocy	0.6482
idiocy	stupidity	0.7838
stupidity	foolishness	0.7724
foolishness	dumbness	0.5930
dumbness	mindlessness	0.5750
mindlessness	6392 2372	N/A
6392 2372	CFA	N/A
CFA	beagle mix	N/A
beagle mix	cockapoo	N/A
cockapoo	yorkie	0.7047
yorkie	pomeranian	0.7008
pomeranian	schipperke	0.6989
schipperke	papillon	0.7253
papillon	beagle	0.6630
beagle	dachshund	0.7190
dachshund	dog	0.7072
dog	puppy	0.8106
puppy	pup	0.8288
pup	pooch	0.7369
pooch	chihuahua	0.6875
chihuahua	schnauzer	0.6832
schnauzer	poodle	0.7095
poodle	collie	0.6554
collie	labrador	0.7140
labrador	doberman	0.6876
doberman	rottweiler	0.6568
rottweiler	bullmastiff	0.7024
bullmastiff	6392 2373	N/A
6392 2373	CFA	N/A
CFA	franchise	0.0419
franchise	franchisee	0.5221
franchisee	franchiser	0.6926
franchiser	franchisor	0.7396
franchisor	licensee	0.4464
licensee	lessee	0.4683
lessee	tenant	0.5781
tenant	tenancy	0.6247
tenancy	landlord	0.5938
landlord	renter	0.6183
renter	homeowner	0.6695
homeowner	householder	0.5908
householder	lodger	0.5237
lodger	landlady	0.5903
landlady	pensioner	0.5309
pensioner	publican	0.4837
publican	pub	0.6480
pub	hostelry	0.6649
hostelry	boozer	0.5890
boozer	barman	0.4965
barman	6392 2374	N/A
6392 2374	CFA	N/A
CFA	aerosol	0.0436
aerosol	fluorocarbon	0.3131
fluorocarbon	chlorofluorocarbon	0.3328
chlorofluorocarbon	halon	0.6395
halon	halogenate	N/A
halogenate	peroxide	N/A
peroxide	nitrogenous	0.2982
nitrogenous	anthraquinone	0.6453
anthraquinone	titanate	0.5839
titanate	zirconate	0.7479
zirconate	titania	0.6029
titania	thermosette	N/A
thermosette	carbide	N/A
carbide	granulate	0.5141
granulate	noncorrosive	0.5650
noncorrosive	semipermeable	0.5838
semipermeable	polymeric	0.5530
polymeric	polymer	0.7918
polymer	substrate	0.6742
substrate	membrane	0.6844
membrane	6392 2375	N/A
6392 2375	CFA	N/A
CFA	stale	0.0052
stale	kmart	0.1677
kmart	walmart	0.5878
walmart	mcdonald	0.5892
mcdonald	starbuck	N/A
starbuck	nyc	N/A
nyc	brooklyn	0.7036
brooklyn	manhattan	0.6259
manhattan	baltimore	0.5362
baltimore	cleveland	0.6652
cleveland	chicago	0.6264
chicago	springfield	0.6388
springfield	omaha	0.6756
omaha	wisconsin	0.6364
wisconsin	oklahoma	0.6379
oklahoma	utah	0.6662
utah	denver	0.6861
denver	michigan	0.6393
michigan	ohio	0.7466
ohio	florida	0.6645
florida	6392 2376	N/A
6392 2376	CFA	N/A
CFA	falsetto	-0.0484
falsetto	melody	0.6599
melody	vocal	0.3461
vocal	instrumental	0.3503
instrumental	melodic	0.2131
melodic	melodically	0.7487
melodically	lyrically	0.7424
lyrically	lyrical	0.7263
lyrical	lyric	0.6732
lyric	song	0.7426
song	ballad	0.7394
ballad	bluesy	0.7470
bluesy	soulful	0.8031
soulful	jazzy	0.7043
jazzy	harmony	0.2479
harmony	tuneful	0.2806
tuneful	lyricism	0.6219
lyricism	lilt	0.5175
lilt	melodious	0.5163
melodious	mellifluous	0.7069
mellifluous	6392 2377	N/A
6392 2377	CFA	N/A
CFA	systematic	0.1317
systematic	deliberate	0.5030
deliberate	intentional	0.6299
intentional	premeditate	0.3751
premeditate	premediate	N/A
premediate	unpremeditate	N/A
unpremeditate	premeditation	N/A
premeditation	malice	0.5201
malice	provocation	0.4563
provocation	unprovoked	0.5368
unprovoked	senseless	0.5257
senseless	heinous	0.5608
heinous	despicable	0.7085
despicable	abhorrent	0.7074
abhorrent	cowardly	0.5325
cowardly	reprehensible	0.6001
reprehensible	contemptible	0.6847
contemptible	disgusting	0.6605
disgusting	vile	0.7597
vile	repugnant	0.6461
repugnant	6392 2378	N/A
6392 2378	CFA	N/A
CFA	fixative	0.0016
fixative	salicylic	0.5674
salicylic	astringent	0.4884
astringent	petrolatum	0.4671
petrolatum	emollient	0.4987
emollient	moisturizer	0.5280
moisturizer	cream	0.5615
cream	lotion	0.5629
lotion	moisturize	0.5966
moisturize	hydrate	0.5589
hydrate	cleanser	0.3528
cleanser	shampoo	0.6311
shampoo	deodorant	0.6991
deodorant	antiperspirant	0.6669
antiperspirant	mouthwash	0.5678
mouthwash	mouthwashe	N/A
mouthwashe	whitener	N/A
whitener	dentifrice	0.4918
dentifrice	depilatory	0.5172
depilatory	pomade	0.3790
pomade	6392 2379	N/A
6392 2379	CFA	N/A
CFA	tern	-0.0209
tern	plover	0.5056
plover	petrel	0.4993
petrel	eider	0.5239
eider	auk	0.5595
auk	shrike	0.5401
shrike	bullfinch	0.5974
bullfinch	linnet	0.6655
linnet	bobolink	0.5607
bobolink	dickcissel	0.7110
dickcissel	pipit	0.6659
pipit	avocet	0.7274
avocet	redstart	0.7011
redstart	whimbrel	0.7022
whimbrel	curlew	0.7061
curlew	curlews	0.7537
curlews	nightjar	0.7164
nightjar	lapwe	N/A
lapwe	lapwing	N/A
lapwing	bittern	0.6465
bittern	6392 2380	N/A
6392 2380	CFA	N/A
CFA	retract	-0.0372
retract	recant	0.4437
recant	disavow	0.4858
disavow	denounce	0.5834
denounce	renounce	0.4685
renounce	abandon	0.5697
abandon	reconsider	0.5479
reconsider	reject	0.5477
reject	repudiate	0.5061
repudiate	rescind	0.4348
rescind	reinstate	0.6587
reinstate	suspend	0.6414
suspend	terminate	0.5816
terminate	revoke	0.5568
revoke	cancel	0.5316
cancel	postpone	0.7119
postpone	reschedule	0.7305
reschedule	defer	0.4572
defer	forego	0.6420
forego	forgo	0.9167
forgo	6392 2381	N/A
6392 2381	CFA	N/A
CFA	orginally	-0.0436
orginally	originally	0.7481
originally	previously	0.6031
previously	also	0.4989
also	additionally	0.6130
additionally	subsequently	0.4392
subsequently	eventually	0.6192
eventually	then	0.6271
then	promptly	0.6000
promptly	quickly	0.6278
quickly	soon	0.6298
soon	immediately	0.5007
immediately	shortly	0.5393
shortly	when	0.4255
when	before	0.5855
before	after	0.7583
after	later	0.6397
later	early	0.3948
early	initially	0.2753
initially	recently	0.3947
recently	6392 2382	N/A
6392 2382	CFA	N/A
CFA	underrepresented	-0.0230
underrepresented	underserve	0.3777
underserve	disadvantage	0.1970
disadvantage	underprivilege	N/A
underprivilege	needy	N/A
needy	neediest	0.6911
neediest	poor	0.3490
poor	destitute	0.4934
destitute	homeless	0.6183
homeless	impoverished	0.3668
impoverished	improverishe	N/A
improverishe	marginalize	N/A
marginalize	disenfranchise	0.5368
disenfranchise	oppress	0.4220
oppress	disfranchise	0.4840
disfranchise	enfranchise	0.5811
enfranchise	enfranchisement	0.5800
enfranchisement	disfranchisement	0.5705
disfranchisement	disenfranchisement	0.6827
disenfranchisement	minority	0.3418
minority	6392 2383	N/A
6392 2383	CFA	N/A
CFA	mani	0.0734
mani	patti	0.5902
patti	aar	0.6620
aar	roz	0.7769
roz	kahan	0.7476
kahan	karna	0.8062
karna	kab	0.7732
kab	jaan	0.7475
jaan	badi	0.7480
badi	paar	0.6960
paar	zara	0.6866
zara	sada	0.7155
sada	kaa	0.7072
kaa	tarah	0.7198
tarah	teri	0.7582
teri	hein	0.6875
hein	sab	0.7371
sab	karo	0.7004
karo	aag	0.6789
aag	dil	0.6858
dil	6392 2384	N/A
6392 2384	CFA	N/A
CFA	gangway	-0.0200
gangway	railing	0.4207
railing	walkway	0.4152
walkway	footbridge	0.6910
footbridge	footpath	0.6462
footpath	towpath	0.6574
towpath	promenade	0.5157
promenade	esplanade	0.7088
esplanade	boulevard	0.6073
boulevard	plaza	0.6447
plaza	sidewalk	0.5778
sidewalk	street	0.6968
street	boardwalk	0.4278
boardwalk	pier	0.6818
pier	seawall	0.6656
seawall	causeway	0.5971
causeway	breakwater	0.5894
breakwater	wharf	0.6429
wharf	quay	0.6963
quay	jetty	0.6711
jetty	6392 2385	N/A
6392 2385	CFA	N/A
CFA	toddler	-0.0389
toddler	baby	0.6863
baby	newborn	0.8207
newborn	infant	0.7905
infant	child	0.7020
child	preschooler	0.6413
preschooler	boy	0.5348
boy	girl	0.8543
girl	teenager	0.7172
teenager	schoolgirl	0.6947
schoolgirl	woman	0.5430
woman	mother	0.6076
mother	niece	0.8070
niece	granddaughter	0.8610
granddaughter	stepdaughter	0.6818
stepdaughter	stepson	0.7347
stepson	stepmother	0.7132
stepmother	grandmother	0.6283
grandmother	stepfather	0.6723
stepfather	aunt	0.6815
aunt	6392 2386	N/A
6392 2386	CFA	N/A
CFA	herre	N/A
herre	halibut	N/A
halibut	rockfish	0.7278
rockfish	fish	0.6864
fish	sturgeon	0.7204
sturgeon	trout	0.6830
trout	walleye	0.7949
walleye	walleyes	0.8354
walleyes	bluegill	0.7499
bluegill	sunfish	0.7399
sunfish	redfish	0.6665
redfish	tarpon	0.8039
tarpon	kingfish	0.7411
kingfish	bluefish	0.7437
bluefish	weakfish	0.7629
weakfish	ladyfish	0.6350
ladyfish	pompano	0.7235
pompano	seatrout	0.6775
seatrout	croaker	0.6648
croaker	shad	0.6293
shad	6392 2387	N/A
6392 2387	CFA	N/A
CFA	garden	-0.0310
garden	flowerbe	N/A
flowerbe	flowerbed	N/A
flowerbed	shrubbery	0.6313
shrubbery	shrub	0.5875
shrub	perennial	0.2845
perennial	annual	0.2191
annual	dahlia	0.1553
dahlia	zinnias	0.6226
zinnias	petunias	0.7634
petunias	geranium	0.5992
geranium	hydrangea	0.6673
hydrangea	begonias	0.6831
begonias	clematis	0.6927
clematis	hollyhock	0.6105
hollyhock	nasturtium	0.6738
nasturtium	delphinium	0.7092
delphinium	primrose	0.6090
primrose	aster	0.5502
aster	phlox	0.6182
phlox	6392 2388	N/A
6392 2388	CFA	N/A
CFA	thrall	0.0389
thrall	raven	0.1311
raven	slaver	0.2234
slaver	horde	0.2098
horde	legion	0.4681
legion	throng	0.4128
throng	crowd	0.6592
crowd	multitude	0.1731
multitude	masse	0.1740
masse	populace	0.2009
populace	citizenry	0.7809
citizenry	citizen	0.4842
citizen	people	0.2952
people	resident	0.2542
resident	townsfolk	0.2103
townsfolk	inhabitant	0.2457
inhabitant	townspeople	0.1412
townspeople	local	0.3130
local	villager	0.1774
villager	village	0.5756
village	6392 2389	N/A
6392 2389	CFA	N/A
CFA	repent	0.0450
repent	remarrie	N/A
remarrie	miscarrie	N/A
miscarrie	elope	N/A
elope	marrie	N/A
marrie	marry	N/A
marry	eloping	0.5613
eloping	wed	0.5239
wed	marriage	0.6337
marriage	divorced	0.6067
divorced	divorce	0.6780
divorce	remarry	0.5710
remarry	unmarried	0.5010
unmarried	childless	0.6932
childless	cohabit	0.4310
cohabit	remarriage	0.3742
remarriage	divorcee	0.3811
divorcee	couple	0.2857
couple	newlywed	0.3853
newlywed	bride	0.5343
bride	6392 2390	N/A
6392 2390	CFA	N/A
CFA	bere	0.1459
bere	stockade	0.1301
stockade	breastwork	N/A
breastwork	entrenchment	N/A
entrenchment	fortification	0.2107
fortification	fort	0.3802
fort	fortress	0.5332
fortress	citadel	0.6335
citadel	rampart	0.5004
rampart	battlement	0.4955
battlement	castle	0.5528
castle	palace	0.6421
palace	mansion	0.5810
mansion	palatial	0.6223
palatial	villa	0.5861
villa	hideaway	0.6178
hideaway	abode	0.5570
abode	bungalow	0.5976
bungalow	farmhouse	0.6905
farmhouse	cottage	0.6461
cottage	6392 2391	N/A
6392 2391	CFA	N/A
CFA	nonprofit	0.0482
nonprofit	charity	0.4458
charity	organization	0.4434
organization	agency	0.4628
agency	department	0.4558
department	entity	0.1421
entity	institution	0.4785
institution	university	0.4628
university	college	0.6385
college	campus	0.4417
campus	school	0.4280
school	district	0.5445
district	municipality	0.5284
municipality	community	0.3415
community	locality	0.2813
locality	council	0.2479
council	government	0.3123
government	jurisdiction	0.2514
jurisdiction	state	0.2481
state	city	0.4119
city	6392 2392	N/A
6392 2392	CFA	N/A
CFA	outlier	-0.0591
outlier	oversimplification	0.4294
oversimplification	simplistic	0.6304
simplistic	oversimplify	0.5226
oversimplify	oversimplifie	N/A
oversimplifie	overemphasize	N/A
overemphasize	exaggerate	0.5131
exaggerate	overstate	0.6637
overstate	underestimate	0.6583
underestimate	ignore	0.5049
ignore	neglect	0.2730
neglect	disregard	0.3361
disregard	undermine	0.2949
undermine	misrepresent	0.4379
misrepresent	distort	0.4871
distort	misunderstand	0.4769
misunderstand	misconstrue	0.5671
misconstrue	misinterpret	0.6234
misinterpret	misstate	0.4578
misstate	obfuscate	0.4938
obfuscate	6392 2393	N/A
6392 2393	CFA	N/A
CFA	api	0.0630
api	microsoft	0.6652
microsoft	photoshop	0.7404
photoshop	xp	0.6518
xp	unix	0.6408
unix	macintosh	0.7007
macintosh	usb	0.6434
usb	os	0.6663
os	cpu	0.6461
cpu	linux	0.6585
linux	osx	0.7419
osx	nvidia	0.6636
nvidia	mozilla	0.6039
mozilla	kde	0.6568
kde	debian	0.6798
debian	mysql	0.6766
mysql	openoffice	0.6572
openoffice	php	0.6220
php	firefox	0.6531
firefox	perl	0.6079
perl	6392 2394	N/A
6392 2394	CFA	N/A
CFA	embed	-0.0565
embed	imbe	N/A
imbe	incorporate	N/A
incorporate	integrate	0.7185
integrate	meld	0.5999
meld	combine	0.6437
combine	merge	0.6182
merge	amalgamate	0.7553
amalgamate	amalgamation	0.7104
amalgamation	merger	0.5789
merger	acquisition	0.6581
acquisition	transaction	0.6641
transaction	divestiture	0.5393
divestiture	divest	0.6409
divest	acquire	0.5682
acquire	purchase	0.6015
purchase	sell	0.6556
sell	buy	0.8308
buy	resell	0.5686
resell	resold	0.6700
resold	6392 2395	N/A
6392 2395	CFA	N/A
CFA	northward	0.0169
northward	eastward	0.8424
eastward	eastwards	0.7604
eastwards	northwestward	0.6020
northwestward	southeastward	0.7475
southeastward	northeastward	0.8049
northeastward	northeasterly	0.6989
northeasterly	southeasterly	0.7757
southeasterly	northwesterly	0.7097
northwesterly	westerly	0.7119
westerly	easterly	0.8186
easterly	northerly	0.7986
northerly	southerly	0.8319
southerly	southwesterly	0.7244
southwesterly	southward	0.5988
southward	southwestward	0.7057
southwestward	westward	0.6873
westward	east	0.5712
east	west	0.9653
west	north	0.9415
north	6392 2396	N/A
6392 2396	CFA	N/A
CFA	harness	0.0021
harness	utilize	0.3987
utilize	use	0.6514
use	incorporate	0.4477
incorporate	leverage	0.3397
leverage	optimize	0.4219
optimize	maximize	0.7372
maximize	enhance	0.6309
enhance	improve	0.7550
improve	augment	0.4786
augment	boost	0.4542
boost	reduce	0.4201
reduce	lower	0.4845
lower	increase	0.4586
increase	lessen	0.3923
lessen	minimize	0.7697
minimize	decrease	0.3317
decrease	diminish	0.3794
diminish	erode	0.7130
erode	weaken	0.7256
weaken	6392 2397	N/A
6392 2397	CFA	N/A
CFA	halogen	0.1066
halogen	phosphor	0.4475
phosphor	diode	0.5275
diode	capacitor	0.6663
capacitor	rectifier	0.6690
rectifier	voltage	0.6144
voltage	capacitance	0.6532
capacitance	inductance	0.7249
inductance	impedance	0.7008
impedance	resistor	0.6421
resistor	phototransistor	0.6155
phototransistor	ohm	0.5114
ohm	amplifier	0.5891
amplifier	preamplifier	0.6756
preamplifier	convertor	0.4979
convertor	converter	0.7567
converter	connector	0.4466
connector	adapter	0.6372
adapter	socket	0.6221
socket	pcb	0.4627
pcb	6392 2398	N/A
6392 2398	CFA	N/A
CFA	monolingual	0.0272
monolingual	bilingual	0.5384
bilingual	phonological	0.3522
phonological	phonemic	0.7123
phonemic	phoneme	0.7069
phoneme	phonology	0.5775
phonology	prosody	0.6074
prosody	phonic	0.5646
phonic	syllabic	0.5852
syllabic	diphthong	0.5376
diphthong	declension	0.5583
declension	conjugation	0.4097
conjugation	loanword	N/A
loanword	cognate	N/A
cognate	etymology	0.4615
etymology	genitive	0.5138
genitive	homophone	0.4745
homophone	intransitive	0.3780
intransitive	scansion	0.5690
scansion	grammatical	0.5624
grammatical	6392 2399	N/A
6392 2399	CFA	N/A
CFA	schmooze	-0.0232
schmooze	hobnob	0.6757
hobnob	dine	0.5425
dine	mingle	0.5470
mingle	socialize	0.6318
socialize	congregate	0.5424
congregate	loiter	0.6019
loiter	wander	0.5698
wander	saunter	0.6699
saunter	stroll	0.7188
stroll	amble	0.6856
amble	mosey	0.6140
mosey	slink	0.4931
slink	skulk	0.6280
skulk	scurry	0.5852
scurry	sneak	0.4362
sneak	plop	0.3349
plop	scoot	0.4803
scoot	glide	0.5731
glide	lope	0.4406
lope	6392 2400	N/A
6392 2400	CFA	N/A
CFA	wearable	-0.0783
wearable	stylish	0.5181
stylish	chic	0.7247
chic	fashionable	0.7470
fashionable	modish	0.6395
modish	trendy	0.5980
trendy	haute	0.5911
haute	couture	0.6125
couture	fashionista	0.6343
fashionista	fashion	0.5919
fashion	dress	0.4661
dress	frock	0.7257
frock	gown	0.7214
gown	muumuus	0.4756
muumuus	negligee	0.5175
negligee	bouffant	0.3852
bouffant	pinafore	0.4593
pinafore	shirtwaist	0.5524
shirtwaist	chemise	0.4997
chemise	underskirt	0.5500
underskirt	6392 2402	N/A
6392 2402	CFA	N/A
CFA	shirley	0.0813
shirley	susie	0.6440
susie	michele	0.7219
michele	becky	0.7453
becky	lauren	0.7318
lauren	jensen	0.7352
jensen	christine	0.7529
christine	danielle	0.7339
danielle	meyer	0.4970
meyer	cynthia	0.4651
cynthia	susan	0.7027
susan	lori	0.7207
lori	nikki	0.7210
nikki	whitney	0.7499
whitney	nigel	0.7432
nigel	adrian	0.7595
adrian	jar	0.1612
jar	jk	0.1393
jk	jesse	0.7090
jesse	joel	0.6841
joel	6392 2403	N/A
6392 2403	CFA	N/A
CFA	pot	-0.0604
pot	vase	0.3378
vase	teapot	0.6208
teapot	teacup	0.5617
teacup	crockery	0.3132
crockery	glassware	0.5831
glassware	tableware	0.6508
tableware	flatware	0.6894
flatware	cutlery	0.6611
cutlery	utensil	0.5448
utensil	tray	0.4845
tray	dishcloth	0.4378
dishcloth	tablecloth	0.6018
tablecloth	napkin	0.6269
napkin	serviette	0.5963
serviette	wineglass	0.4101
wineglass	cruet	0.5416
cruet	carafe	0.5516
carafe	snifter	0.5529
